name,code,pop
Equatorial Guinea,GNQ,4.65323544926303
Greece,GRC,5.79384836874561
Grenada,GRD,2.4277940522941
Greenland,GRL,9.07188623500516
Guatemala,GTM,1.05994778770623
Guam,GUM,
Guyana,GUY,3.0900376734261
High income,HIC,10.392929791579
Hong Kong SAR, China,HKG,5.94889103944606
Honduras,HND,1.05847362604825
Heavily indebted poor countries (HIPC),HPC,0.276852353412915
Croatia,HRV,4.18937731368412
Haiti,HTI,0.274687476072351
Hungary,HUN,4.63997343393224
IBRD only,IBD,4.41862739879963
IDA & IBRD total,IBT,3.4536393342985
IDA total,IDA,0.551236124176212
IDA blend,IDB,0.887013215940355
Indonesia,IDN,2.15375812738732
IDA only,IDX,0.379888947610074
Isle of Man,IMN,
India,IND,1.81778338639117
Not classified,INX,
Ireland,IRL,7.93034097492606
Iran, Islamic Rep.,IRN,8.31670123338168
Iraq,IRQ,5.19140478099367
Iceland,ISL,6.15468386204347
Israel,ISR,7.62535186051954
Italy,ITA,
Jamaica,JAM,2.83014708361807
Jordan,JOR,2.62870080585527
Japan,JPN,8.94437282411363
Kazakhstan,KAZ,13.8926814601843
Kenya,KEN,0.365117480365507
Kyrgyz Republic,KGZ,1.60987301587302
Cambodia,KHM,0.629141866131753
Kiribati,KIR,0.58659485976325
St. Kitts and Nevis,KNA,4.61668829533789
Korea, Rep.,KOR,12.1110697778271
Kuwait,KWT,24.9525130311167
Latin America & Caribbean (excluding high income),LAC,2.77804423397901
Lao PDR,LAO,2.5947045843567
Lebanon,LBN,3.69480061527724
Liberia,LBR,0.302199709251877
Libya,LBY,7.78850672903519
St. Lucia,LCA,2.3017542105497
Latin America & Caribbean,LCN,2.92261208485314
Least developed countries: UN classification,LDC,0.34196901545358
Low income,LIC,0.27182964065019
Liechtenstein,LIE,1.36326942482341
Sri Lanka,LKA,1.10184676696694
Lower middle income,LMC,1.51545239771767
Low & middle income,LMY,3.40397149687068
Lesotho,LSO,1.21055122383074
Late-demographic dividend,LTE,6.49176664353093
Lithuania,LTU,4.5194564175619
Luxembourg,LUX,15.4426130642905
Latvia,LVA,3.57429841845293
Macao SAR, China,MAC,3.37478216031695
St. Martin (French part),MAF,
Morocco,MAR,1.74443584942745
Monaco,MCO,
Moldova,MDA,1.82553699454351
Madagascar,MDG,0.156876973839075
Maldives,MDV,3.03839852958804
Middle East & North Africa,MEA,6.0164923296121
Mexico,MEX,3.94382740321647
Marshall Islands,MHL,2.4770589763575
Middle income,MIC,3.74970722754443
North Macedonia,MKD,3.38899817132806
Mali,MLI,0.176967051552178
Malta,MLT,2.94741257389822
Myanmar,MMR,0.476580079044248
Middle East & North Africa (excluding high income),MNA,3.98435024202092
Montenegro,MNE,3.24094532727626
Mongolia,MNG,8.30017219835759
Northern Mariana Islands,MNP,
Mozambique,MOZ,0.285402032099097
Mauritania,MRT,0.657914406367283
Mauritius,MUS,3.44214874397791
Malawi,MWI,0.0754487762454906
Malaysia,MYS,8.09159162300662
North America,NAC,15.4596806655038
Namibia,NAM,1.7930354052368
New Caledonia,NCL,19.2665015367926
Niger,NER,0.0970160044539286
Nigeria,NGA,0.647284835097239
Nicaragua,NIC,0.887087256387796
Netherlands,NLD,10.0279727079606
Norway,NOR,7.83696247926505
Nepal,NPL,0.333997918134798
Nauru,NRU,3.65323013257721
New Zealand,NZL,7.32587403051223
OECD members,OED,8.98073254459767
Oman,OMN,14.1670757781658
Other small states,OSS,7.0417311981477
Pakistan,PAK,0.987832347653372
Panama,PAN,2.65414094055156
Peru,PER,1.85650131255119
Philippines,PHL,1.17964965768661
Palau,PLW,12.6198589562764
Papua New Guinea,PNG,0.91101349652311
Poland,POL,7.87558153343183
Pre-demographic dividend,PRE,0.580670838985986
Puerto Rico,PRI,
Korea, Dem. People’s Rep.,PRK,1.11758562912601
Portugal,PRT,4.72054530881554
Paraguay,PRY,1.09287103680919
West Bank and Gaza,PSE,0.740606555214825
Pacific island small states,PSS,1.41103007276703
Post-demographic dividend,PST,9.93883014349286
French Polynesia,PYF,2.80458891013384
Qatar,QAT,38.9014709306224
Romania,ROU,3.51526192391972
Russian Federation,RUS,11.9994320726116
Rwanda,RWA,0.0955339264011145
South Asia,SAS,1.54525960636102
Saudi Arabia,SAU,17.367587810239
Sudan,SDN,0.501909733724425
Senegal,SEN,0.727113125076366
Singapore,SGP,6.69404629657536
Solomon Islands,SLB,0.272315021543757
Sierra Leone,SLE,0.149104946786926
El Salvador,SLV,1.12788290005433
San Marino,SMR,
Somalia,SOM,0.0454962362218679
Serbia,SRB,6.40682643835178
Sub-Saharan Africa (excluding high income),SSA,0.830603048059689
South Sudan,SSD,0.159441965076983
Sub-Saharan Africa,SSF,0.834312943260617
Small states,SST,6.96956346996498
Sao Tome and Principe,STP,0.595447455308596
Suriname,SUR,3.07702302954771
Slovak Republic,SVK,5.97032222520521
Slovenia,SVN,6.11746153347002
Sweden,SWE,4.35875183977563
Eswatini,SWZ,1.0369134565667
Sint Maarten (Dutch part),SXM,
Seychelles,SYC,6.39072847682119
Syrian Arab Republic,SYR,1.65177407292672
Turks and Caicos Islands,TCA,5.9179135096693
Chad,TCD,0.0697556859222015
East Asia & Pacific (IDA & IBRD countries),TEA,5.61853424164434
Europe & Central Asia (IDA & IBRD countries),TEC,7.40054402650059
Togo,TGO,0.399417466316696
Thailand,THA,4.11422335752807
Tajikistan,TJK,0.612889430569052
Turkmenistan,TKM,12.4735865110946
Latin America & the Caribbean (IDA & IBRD countries),TLA,2.90151534190276
Timor-Leste,TLS,0.406011541161727
Middle East & North Africa (IDA & IBRD countries),TMN,4.0230639650764
Tonga,TON,1.26907142080231
South Asia (IDA & IBRD),TSA,1.54525960636102
Sub-Saharan Africa (IDA & IBRD countries),TSS,0.834312943260617
Trinidad and Tobago,TTO,31.8448514914734
Tunisia,TUN,2.6484015404886
Turkey,TUR,4.66946668553538
Tuvalu,TUV,0.980044543429844
Tanzania,TZA,0.22568476360107
Uganda,UGA,0.143267094782708
Ukraine,UKR,4.49397140394795
Upper middle income,UMC,5.97979214768351
Uruguay,URY,1.975862788
United States,USA,15.502203980958
Uzbekistan,UZB,2.88278596076978
St. Vincent and the Grenadines,VCT,2.01006769658045
Venezuela, RB,VEN,5.50071273780138
British Virgin Islands,VGB,7.2453074433657
Virgin Islands (U.S.),VIR,
Vietnam,VNM,2.05756591685295
Vanuatu,VUT,0.527000323357166
World,WLD,4.55523945456103
Samoa,WSM,1.26295525226823
Kosovo,XKX,5.03151966434832
Yemen, Rep.,YEM,0.390479571528636
South Africa,ZAF,8.48065846394969
Zambia,ZMB,0.314182894901441
Zimbabwe,ZWE,0.782776886458609
